date,1y1y,2y1y,3y1y,4y1y,5y1y,6y1y,7y1y,8y1y,9y1y,1y2y,2y2y,3y2y,4y2y,5y2y,6y2y,7y2y,8y2y,10y2y,12y3y,1y5y,2y5y,3y5y,5y5y,7y5y,10y5y,15y5y,20y5y,1y10y,2y10y,3y10y,5y10y,10y10y,20y10y,2y15y,5y15y,10y15y,1y20y,2y20y,5y20y,10y20y,2y25y,5y25y,2y30y,5y30y,1y30y,30y20y
2025-11-27,2.5281,2.6497,2.704,2.7244,2.7297,2.7274,2.7227,2.7196,2.7149,2.5881,2.6765,2.7141,2.727,2.7286,2.7251,2.7212,2.7173,2.7113,2.7073,2.6646,2.7061,2.7214,2.7231,2.7161,2.709,2.7057,2.7054,2.6903,2.7108,2.7176,2.7165,2.7074,2.7055,2.7096,2.7134,2.7069,2.6974,2.7088,2.7118,2.7066,2.7083,2.7108,2.7068,2.7071,2.6988,2.679
2025-11-28,2.6057,2.7188,2.7677,2.7846,2.7873,2.7844,2.7792,2.7749,2.7698,2.6615,2.7429,2.776,2.786,2.7859,2.7818,2.7771,2.7724,2.7661,2.7621,2.7305,2.7677,2.7805,2.7794,2.7714,2.7638,2.7599,2.76,2.7514,2.7694,2.7748,2.7721,2.762,2.7601,2.7671,2.7686,2.7614,2.7556,2.7656,2.7669,2.7612,2.7648,2.7659,2.7633,2.7626,2.7562,2.7379
2025-12-01,2.5858,2.7036,2.7557,2.7753,2.7797,2.7775,2.7739,2.7699,2.7654,2.6439,2.7293,2.7653,2.7774,2.7786,2.7757,2.7719,2.7677,2.7614,2.758,2.7175,2.7574,2.7722,2.7735,2.7666,2.7594,2.7564,2.7564,2.742,2.7617,2.7682,2.7669,2.758,2.7566,2.7605,2.7639,2.7575,2.7486,2.7596,2.7624,2.7574,2.7591,2.7615,2.7577,2.758,2.75,2.7308
2025-12-02,2.5683,2.6839,2.7362,2.7562,2.761,2.7607,2.7564,2.7534,2.7492,2.6254,2.7097,2.746,2.7586,2.7609,2.7586,2.7549,2.7513,2.7462,2.7423,2.6986,2.7386,2.7539,2.7563,2.7504,2.7439,2.7411,2.7406,2.7242,2.7441,2.7511,2.7505,2.7426,2.7409,2.7435,2.7478,2.742,2.7319,2.743,2.7464,2.7419,2.7426,2.7456,2.7413,2.742,2.7336,2.7146
2025-12-03,2.6117,2.7171,2.7628,2.7791,2.7812,2.7788,2.774,2.7692,2.7661,2.6637,2.7396,2.7709,2.7801,2.78,2.7764,2.7716,2.7676,2.7614,2.758,2.7282,2.763,2.7751,2.7741,2.7666,2.7594,2.7562,2.7559,2.7478,2.7647,2.7697,2.7672,2.7579,2.7563,2.7626,2.764,2.7573,2.7519,2.7612,2.7624,2.7572,2.7605,2.7616,2.7591,2.7585,2.7525,2.7354
2025-12-04,2.6339,2.7343,2.7772,2.7918,2.7934,2.7907,2.7857,2.7803,2.7769,2.6834,2.7555,2.7844,2.7926,2.7921,2.7882,2.783,2.7786,2.7732,2.7692,2.744,2.7768,2.7877,2.7856,2.7781,2.7709,2.768,2.7674,2.7616,2.7774,2.7817,2.7788,2.7696,2.7677,2.7749,2.7757,2.7689,2.7647,2.7735,2.774,2.7687,2.7725,2.7731,2.7712,2.7703,2.7651,2.7488
2025-12-05,2.6408,2.7403,2.7823,2.7969,2.7985,2.7946,2.7907,2.7851,2.7815,2.6899,2.761,2.7895,2.7977,2.7966,2.7927,2.7879,2.7833,2.7782,2.7736,2.7497,2.7818,2.7925,2.7903,2.7829,2.7755,2.7723,2.7725,2.7668,2.7823,2.7866,2.7834,2.774,2.7724,2.7797,2.7802,2.7736,2.7696,2.7782,2.7787,2.7733,2.7773,2.7777,2.7759,2.7749,2.7699,2.7538
2025-12-08,2.6042,2.7047,2.7475,2.7618,2.7634,2.7607,2.7548,2.7502,2.7469,2.6538,2.7258,2.7546,2.7626,2.7621,2.7578,2.7525,2.7485,2.7425,2.7391,2.7143,2.7469,2.7576,2.7554,2.7475,2.7405,2.7368,2.737,2.7316,2.7472,2.7515,2.7485,2.7388,2.7369,2.7447,2.7451,2.7383,2.7344,2.743,2.7435,2.738,2.7421,2.7424,2.7407,2.7397,2.7346,2.7184
2025-12-09,2.6963,2.7886,2.8235,2.8308,2.8279,2.8207,2.813,2.8062,2.8006,2.7418,2.8058,2.8271,2.8294,2.8243,2.8169,2.8096,2.8034,2.7954,2.7914,2.7917,2.8179,2.8233,2.814,2.8024,2.7931,2.7885,2.7879,2.7992,2.8107,2.8116,2.8043,2.791,2.788,2.8049,2.7997,2.7901,2.7952,2.8015,2.7974,2.7897,2.7995,2.796,2.7977,2.794,2.7932,2.7788
2025-12-10,2.6692,2.7583,2.7912,2.7976,2.7932,2.7855,2.7781,2.7702,2.7657,2.7132,2.7745,2.7944,2.7954,2.7894,2.7819,2.7742,2.768,2.7595,2.7549,2.7603,2.7849,2.7893,2.7789,2.7669,2.7568,2.753,2.7517,2.766,2.7765,2.7768,2.7686,2.755,2.752,2.7701,2.7641,2.7541,2.7608,2.7665,2.7616,2.7537,2.7643,2.7602,2.7626,2.7584,2.7585,2.7447
2025-12-11,2.7478,2.8359,2.8688,2.8771,2.8733,2.8667,2.8596,2.8542,2.8483,2.7912,2.8521,2.8729,2.8753,2.87,2.8632,2.857,2.8513,2.8435,2.8389,2.8389,2.864,2.8693,2.8608,2.8501,2.8408,2.8365,2.8362,2.8464,2.8575,2.8585,2.8515,2.8388,2.8363,2.8519,2.8472,2.8381,2.8427,2.8488,2.845,2.8377,2.8469,2.8437,2.8453,2.8418,2.841,2.8271
2025-12-12,2.678,2.7782,2.8209,2.8353,2.8367,2.833,2.8284,2.8238,2.8205,2.7274,2.7993,2.828,2.836,2.8349,2.8307,2.8261,2.8222,2.8154,2.8126,2.7877,2.8201,2.8308,2.8287,2.8209,2.8137,2.8103,2.8098,2.8049,2.8205,2.8247,2.8217,2.8121,2.81,2.818,2.8184,2.8115,2.8077,2.8164,2.8167,2.8112,2.8154,2.8157,2.814,2.813,2.8079,2.7916
2025-12-15,2.6421,2.7429,2.7855,2.8003,2.8015,2.798,2.7937,2.7883,2.785,2.6918,2.7639,2.7928,2.8009,2.7998,2.7959,2.791,2.7867,2.7799,2.7771,2.7524,2.785,2.7957,2.7935,2.7855,2.7782,2.7748,2.775,2.7697,2.7852,2.7895,2.7864,2.7766,2.7749,2.7827,2.7831,2.7762,2.7724,2.781,2.7814,2.7759,2.7802,2.7804,2.7787,2.7777,2.7726,2.7563
2025-12-16,2.735,2.8258,2.8631,2.8741,2.8734,2.869,2.864,2.8582,2.8544,2.7798,2.8442,2.8685,2.8737,2.8712,2.8665,2.8611,2.8563,2.8499,2.8465,2.8324,2.8605,2.8687,2.864,2.8555,2.8479,2.8442,2.8436,2.8451,2.8582,2.861,2.8566,2.8462,2.8442,2.8546,2.853,2.8455,2.8452,2.8524,2.8511,2.8453,2.8512,2.8502,2.8498,2.8479,2.8447,2.83
2025-12-17,2.6855,2.7754,2.8137,2.8265,2.8273,2.8251,2.8194,2.8163,2.8114,2.7299,2.7943,2.82,2.8269,2.8262,2.8223,2.8179,2.8139,2.8087,2.8053,2.7838,2.813,2.8223,2.8201,2.8131,2.8067,2.8035,2.8031,2.799,2.813,2.8168,2.8139,2.8052,2.8035,2.8106,2.8109,2.8046,2.8014,2.8091,2.8093,2.8045,2.8082,2.8085,2.807,2.8061,2.8016,2.787
2025-12-18,2.7798,2.859,2.891,2.8991,2.8984,2.8941,2.8879,2.884,2.8793,2.8188,2.8747,2.895,2.8987,2.8962,2.891,2.886,2.8817,2.8756,2.8721,2.8639,2.8878,2.8942,2.889,2.8807,2.8735,2.8702,2.8703,2.8735,2.8845,2.8865,2.8818,2.872,2.8701,2.8808,2.8785,2.8715,2.8726,2.8786,2.8769,2.8712,2.8774,2.8758,2.8761,2.8739,2.8717,2.859
2025-12-19,2.713,2.7889,2.8186,2.8262,2.8245,2.8193,2.8134,2.8084,2.8048,2.7504,2.8035,2.8223,2.8254,2.8219,2.8163,2.8109,2.8066,2.8007,2.7972,2.7928,2.8151,2.8205,2.8143,2.8057,2.7986,2.7953,2.7947,2.8007,2.8108,2.8122,2.807,2.7971,2.7948,2.8067,2.8037,2.7964,2.7988,2.8043,2.8019,2.7961,2.8029,2.8008,2.8016,2.7991,2.7976,2.7856
2025-12-22,2.7365,2.8182,2.8521,2.8637,2.8642,2.8613,2.8572,2.8534,2.8491,2.7767,2.8349,2.8578,2.8639,2.8628,2.8593,2.8553,2.8512,2.8467,2.8427,2.8252,2.8513,2.8597,2.8573,2.8508,2.8444,2.8419,2.8412,2.8385,2.8511,2.8543,2.8513,2.8432,2.8415,2.8486,2.8486,2.8426,2.8403,2.8472,2.8471,2.8425,2.8463,2.8463,2.8452,2.8441,2.8403,2.827
2025-12-23,2.7282,2.8095,2.844,2.856,2.8571,2.8553,2.8507,2.8481,2.8442,2.7683,2.8265,2.8499,2.8565,2.8562,2.853,2.8494,2.8462,2.8405,2.8383,2.8173,2.8438,2.8525,2.8513,2.845,2.8392,2.8365,2.8363,2.8316,2.8443,2.8479,2.8457,2.8379,2.8369,2.8425,2.843,2.8375,2.8341,2.8412,2.8417,2.8375,2.8405,2.8411,2.8395,2.8388,2.8345,2.8212
2025-12-24,2.7341,2.8195,2.8574,2.8712,2.8743,2.873,2.8707,2.8663,2.8638,2.7762,2.8382,2.8642,2.8728,2.8737,2.8719,2.8685,2.8651,2.8615,2.8587,2.8294,2.8584,2.8692,2.8698,2.8649,2.8598,2.8569,2.8575,2.8471,2.8614,2.8661,2.8652,2.8585,2.8574,2.8605,2.8628,2.8582,2.8517,2.8597,2.8617,2.858,2.8594,2.8611,2.8584,2.8585,2.8527,2.8386
2025-12-25,2.7462,2.8285,2.8635,2.8754,2.8772,2.8737,2.87,2.8666,2.8628,2.7868,2.8457,2.8693,2.8763,2.8755,2.8719,2.8683,2.8647,2.8604,2.8564,2.8364,2.8631,2.8719,2.8703,2.8642,2.8581,2.8556,2.8551,2.8506,2.8636,2.8672,2.8646,2.8569,2.8552,2.8614,2.862,2.8564,2.8531,2.8603,2.8606,2.8562,2.8595,2.8599,2.8583,2.8576,2.8533,2.8398
2025-12-26,2.6731,2.7662,2.8072,2.8225,2.8254,2.8243,2.8199,2.8169,2.8135,2.719,2.7865,2.8147,2.8239,2.8248,2.8221,2.8184,2.8152,2.8105,2.8077,2.7769,2.8084,2.8197,2.8202,2.8144,2.8089,2.806,2.8059,2.7957,2.8112,2.8162,2.8149,2.8075,2.8061,2.81,2.8123,2.8071,2.8006,2.8092,2.8111,2.8069,2.8087,2.8103,2.8076,2.8076,2.8015,2.7862
2025-12-29,2.6825,2.7786,2.8204,2.8349,2.8374,2.8349,2.8299,2.8268,2.8223,2.7299,2.7992,2.8275,2.8361,2.8361,2.8324,2.8284,2.8246,2.819,2.8162,2.7887,2.8205,2.8314,2.8305,2.8236,2.8173,2.8139,2.8144,2.8065,2.8219,2.8265,2.8243,2.8157,2.8144,2.8201,2.8213,2.8153,2.8102,2.8188,2.8199,2.8152,2.8182,2.8191,2.8169,2.8164,2.8108,2.7951
2025-12-30,2.7006,2.7901,2.8269,2.8391,2.8392,2.8348,2.8307,2.8251,2.8227,2.7447,2.8082,2.8329,2.8391,2.837,2.8327,2.8279,2.8239,2.8176,2.8141,2.7973,2.8254,2.8341,2.8307,2.8229,2.8156,2.8123,2.8126,2.811,2.8242,2.8274,2.8237,2.8141,2.8123,2.8212,2.8204,2.8136,2.812,2.8194,2.8188,2.8133,2.8184,2.8178,2.817,2.8155,2.8117,2.7973
2025-12-31,2.8149,2.8905,2.9181,2.9243,2.921,2.9144,2.908,2.9029,2.8972,2.8521,2.9041,2.9212,2.9227,2.9177,2.9112,2.9055,2.9001,2.8934,2.8893,2.8923,2.9134,2.9173,2.909,2.8992,2.8911,2.8874,2.8866,2.8976,2.9068,2.9073,2.9007,2.8894,2.8868,2.9016,2.8969,2.8886,2.8937,2.8987,2.8948,2.8883,2.8969,2.8937,2.8955,2.8921,2.8919,2.88
2026-01-01,2.871,2.941,2.9643,2.9662,2.9594,2.9507,2.9432,2.9349,2.9305,2.9055,2.9525,2.9652,2.9628,2.9551,2.947,2.9391,2.9327,2.9253,2.9206,2.9392,2.9562,2.9571,2.9441,2.9321,2.9226,2.9181,2.9175,2.9384,2.945,2.9435,2.9341,2.9205,2.9173,2.9378,2.9295,2.9196,2.9303,2.9338,2.9271,2.9191,2.9314,2.9257,2.9298,2.9246,2.9271,2.9164
2026-01-02,2.8346,2.9038,2.9251,2.9254,2.9173,2.9073,2.8985,2.8909,2.8856,2.8687,2.9143,2.9253,2.9214,2.9124,2.903,2.8947,2.8883,2.8791,2.8749,2.9002,2.9158,2.9151,2.9004,2.8869,2.8766,2.8719,2.8711,2.8968,2.9024,2.8999,2.8893,2.8744,2.8711,2.8942,2.8843,2.8735,2.8868,2.8896,2.8817,2.873,2.8869,2.8801,2.8852,2.8793,2.883,2.8726
2026-01-05,2.7132,2.7923,2.8232,2.8311,2.8295,2.824,2.8181,2.8128,2.8085,2.7522,2.8075,2.8271,2.8303,2.8268,2.8211,2.8155,2.8107,2.8048,2.8007,2.7963,2.8196,2.8253,2.8189,2.81,2.8024,2.7993,2.7986,2.8046,2.8151,2.8166,2.8112,2.801,2.7984,2.8108,2.8078,2.8003,2.8027,2.8085,2.8059,2.7999,2.807,2.8048,2.8055,2.803,2.8014,2.7889
2026-01-06,2.7152,2.7913,2.8189,2.8235,2.8195,2.8112,2.8051,2.7975,2.7943,2.7527,2.8049,2.8212,2.8216,2.8154,2.8082,2.8013,2.7959,2.7882,2.7841,2.7923,2.8127,2.8159,2.8059,2.7949,2.7858,2.7817,2.7819,2.7959,2.8044,2.8042,2.7965,2.7839,2.7814,2.7983,2.7922,2.7833,2.7903,2.7949,2.7901,2.7828,2.793,2.7888,2.7913,2.7873,2.788,2.7762
2026-01-07,2.7271,2.7947,2.8179,2.8207,2.816,2.8081,2.8008,2.7958,2.7902,2.7605,2.8062,2.8193,2.8184,2.8121,2.8045,2.7984,2.793,2.7857,2.781,2.7941,2.8113,2.813,2.8025,2.7919,2.783,2.7796,2.7786,2.7953,2.8023,2.8014,2.7934,2.7814,2.7788,2.796,2.7894,2.7806,2.7889,2.7926,2.7872,2.7803,2.7905,2.786,2.7891,2.7849,2.7864,2.7761
2026-01-08,2.6433,2.7149,2.741,2.7458,2.7421,2.7345,2.7284,2.7222,2.7177,2.6786,2.7278,2.7434,2.744,2.7383,2.7315,2.7253,2.7199,2.7136,2.7095,2.7162,2.7354,2.7386,2.7293,2.7193,2.7112,2.7071,2.7067,2.7197,2.7279,2.7279,2.7208,2.7093,2.7068,2.7224,2.7169,2.7085,2.7148,2.7192,2.7148,2.7082,2.7173,2.7136,2.7159,2.7122,2.7127,2.7017
2026-01-09,2.6046,2.6876,2.7216,2.7317,2.7314,2.727,2.7216,2.718,2.7133,2.6455,2.7044,2.7266,2.7315,2.7292,2.7243,2.7198,2.7157,2.7103,2.7063,2.6938,2.7194,2.7267,2.7225,2.7149,2.7079,2.7045,2.7041,2.7053,2.7173,2.7199,2.7157,2.7063,2.7044,2.7139,2.7124,2.7057,2.7054,2.7119,2.7108,2.7055,2.7108,2.7098,2.7095,2.7077,2.7049,2.6917
2026-01-12,2.5518,2.6345,2.6674,2.6774,2.676,2.6717,2.6667,2.662,2.658,2.5926,2.6507,2.6724,2.6767,2.6739,2.6693,2.6644,2.66,2.6539,2.6505,2.6399,2.665,2.6719,2.6671,2.6591,2.6519,2.6487,2.6478,2.6506,2.6622,2.6645,2.66,2.6504,2.6481,2.6587,2.6567,2.6496,2.6502,2.6565,2.6549,2.6494,2.6552,2.654,2.6539,2.6519,2.6494,2.6365
2026-01-13,2.4894,2.5768,2.6141,2.628,2.6303,2.6278,2.6237,2.6209,2.6174,2.5325,2.5952,2.621,2.6291,2.6291,2.6258,2.6223,2.6192,2.614,2.6112,2.586,2.6148,2.6247,2.6242,2.6181,2.6124,2.6099,2.6093,2.6024,2.6164,2.6205,2.6187,2.6112,2.6095,2.6148,2.6161,2.6107,2.606,2.6137,2.6147,2.6105,2.613,2.614,2.6119,2.6115,2.6065,2.5926
2026-01-14,2.4913,2.5736,2.609,2.6219,2.6235,2.6217,2.6187,2.615,2.6117,2.5319,2.591,2.6154,2.6227,2.6226,2.6202,2.6169,2.6134,2.6094,2.606,2.5822,2.6094,2.6189,2.6183,2.6129,2.6074,2.6047,2.6049,2.5978,2.611,2.615,2.6132,2.6061,2.605,2.6094,2.6107,2.6057,2.6012,2.6085,2.6095,2.6056,2.6079,2.6088,2.6069,2.6065,2.6018,2.5887
2026-01-15,2.4985,2.5823,2.6202,2.6343,2.6387,2.6374,2.635,2.6326,2.6295,2.5399,2.601,2.6272,2.6365,2.638,2.6362,2.6338,2.6311,2.6276,2.6248,2.5931,2.6219,2.633,2.6348,2.6306,2.6259,2.624,2.6236,2.6116,2.626,2.631,2.6306,2.625,2.6236,2.6255,2.6287,2.6246,2.6172,2.6252,2.6277,2.6244,2.6249,2.6271,2.624,2.6245,2.6184,2.6049
2026-01-16,2.4716,2.5607,2.6032,2.621,2.6275,2.6278,2.627,2.6255,2.6238,2.5156,2.5816,2.612,2.6242,2.6276,2.6274,2.6263,2.6247,2.6211,2.6196,2.5749,2.6072,2.621,2.6264,2.6238,2.6202,2.6184,2.6187,2.5984,2.615,2.6216,2.6235,2.6193,2.6189,2.6162,2.622,2.6192,2.6074,2.6166,2.6213,2.6191,2.617,2.621,2.6161,2.6179,2.6098,2.5951
2026-01-19,2.4434,2.5249,2.5617,2.5764,2.5803,2.5796,2.5777,2.5741,2.5728,2.4836,2.5431,2.569,2.5783,2.5799,2.5787,2.5759,2.5735,2.5701,2.5679,2.5357,2.5639,2.5749,2.577,2.5731,2.5689,2.5667,2.5667,2.5542,2.5682,2.5732,2.5732,2.5678,2.5671,2.568,2.5713,2.5675,2.5599,2.5677,2.5703,2.5675,2.5676,2.5699,2.5667,2.5673,2.5613,2.5482
2026-01-20,2.4113,2.4932,2.5305,2.5455,2.5499,2.5496,2.5482,2.545,2.543,2.4518,2.5116,2.5379,2.5477,2.5497,2.5489,2.5466,2.544,2.5407,2.5385,2.5044,2.5331,2.5445,2.5472,2.5436,2.5394,2.5373,2.5372,2.5237,2.538,2.5433,2.5436,2.5384,2.5377,2.5381,2.5417,2.5381,2.5299,2.5379,2.5408,2.5381,2.5378,2.5404,2.537,2.5378,2.5315,2.5183
2026-01-21,2.4137,2.4931,2.528,2.5407,2.5434,2.5417,2.5391,2.5362,2.5329,2.4529,2.5103,2.5343,2.542,2.5425,2.5404,2.5377,2.5346,2.5306,2.5278,2.5022,2.5288,2.5385,2.5388,2.534,2.5289,2.5265,2.527,2.5182,2.5312,2.5354,2.5342,2.5278,2.5268,2.5301,2.5319,2.5275,2.5222,2.5294,2.5309,2.5274,2.529,2.5302,2.528,2.5279,2.523,2.5104
2026-01-22,2.3768,2.4603,2.499,2.5138,2.5179,2.5183,2.5157,2.5138,2.5112,2.418,2.4794,2.5063,2.5158,2.5181,2.517,2.5148,2.5125,2.5085,2.5063,2.4719,2.5012,2.5127,2.5155,2.5117,2.5072,2.5056,2.5053,2.4915,2.5061,2.5114,2.5116,2.5065,2.5056,2.5061,2.5098,2.5061,2.4979,2.506,2.5089,2.5061,2.5058,2.5084,2.505,2.5058,2.4994,2.486
2026-01-23,2.2552,2.3521,2.398,2.4173,2.4244,2.4246,2.4238,2.4213,2.4198,2.3031,2.3747,2.4075,2.4208,2.4245,2.4242,2.4226,2.4206,2.4176,2.4148,2.3675,2.4024,2.4173,2.4228,2.4201,2.4159,2.4141,2.4143,2.3929,2.4107,2.4178,2.4196,2.4151,2.4142,2.4119,2.418,2.4148,2.4025,2.4123,2.4172,2.4147,2.4126,2.4167,2.4116,2.4134,2.4049,2.3894
2026-01-26,2.3323,2.4269,2.4704,2.4877,2.4938,2.4935,2.4912,2.4882,2.4865,2.3791,2.4484,2.4789,2.4907,2.4937,2.4924,2.4897,2.4873,2.4838,2.4817,2.4403,2.4737,2.4871,2.4907,2.4868,2.4826,2.48,2.4804,2.4631,2.4798,2.4861,2.4869,2.4813,2.4804,2.4802,2.4849,2.4811,2.4709,2.4801,2.4839,2.4809,2.4802,2.4834,2.4792,2.4803,2.4728,2.4577
2026-01-27,2.4001,2.4777,2.5085,2.5172,2.5164,2.5109,2.5068,2.502,2.4971,2.4384,2.4929,2.5128,2.5168,2.5137,2.5089,2.5044,2.4996,2.4944,2.4904,2.4826,2.5057,2.512,2.5069,2.4991,2.4921,2.4891,2.4884,2.492,2.5026,2.5045,2.4999,2.4907,2.4885,2.4989,2.4967,2.49,2.4911,2.4968,2.495,2.4897,2.4955,2.494,2.4942,2.4922,2.4902,2.4783
2026-01-28,2.3669,2.4499,2.4863,2.4995,2.503,2.5008,2.4976,2.4953,2.4915,2.4079,2.4678,2.4928,2.5012,2.5019,2.4992,2.4964,2.4934,2.4892,2.4864,2.4595,2.4873,2.4973,2.4978,2.4927,2.4876,2.4851,2.4851,2.4762,2.4898,2.4942,2.493,2.4864,2.4855,2.4887,2.4907,2.4861,2.4805,2.4879,2.4895,2.486,2.4875,2.489,2.4865,2.4865,2.4814,2.4683
2026-01-29,2.3544,2.4405,2.4809,2.4978,2.504,2.5043,2.5033,2.5009,2.4994,2.397,2.4605,2.4892,2.5009,2.5042,2.5038,2.5021,2.5002,2.4978,2.4951,2.4538,2.4848,2.4978,2.5025,2.4999,2.4962,2.4948,2.4943,2.4761,2.4919,2.4981,2.4995,2.4956,2.4945,2.4928,2.4981,2.4952,2.4845,2.4932,2.4974,2.4951,2.4933,2.4969,2.4925,2.494,2.4865,2.4726
2026-01-30,2.3185,2.412,2.4557,2.4738,2.4796,2.4799,2.4784,2.4766,2.4742,2.3647,2.4336,2.4646,2.4766,2.4797,2.4792,2.4776,2.4755,2.472,2.4692,2.426,2.4594,2.4732,2.4778,2.4747,2.4703,2.4685,2.4684,2.4497,2.4666,2.4731,2.4743,2.4695,2.4685,2.4673,2.4726,2.4691,2.4582,2.4675,2.4717,2.4691,2.4676,2.4713,2.4667,2.4681,2.4603,2.4453
2026-02-02,2.3687,2.4605,2.5013,2.5164,2.5205,2.5187,2.5159,2.5131,2.51,2.4141,2.4806,2.5087,2.5184,2.5196,2.5173,2.5145,2.5116,2.5067,2.5039,2.4717,2.5028,2.5144,2.5158,2.5106,2.5051,2.5027,2.5031,2.4912,2.5065,2.5116,2.5108,2.5039,2.5027,2.5056,2.5084,2.5037,2.4965,2.505,2.5073,2.5034,2.5047,2.5065,2.5035,2.5037,2.4977,2.4831
2026-02-03,2.3683,2.4644,2.5069,2.522,2.5255,2.5237,2.5202,2.5161,2.5133,2.4158,2.4854,2.5144,2.5238,2.5246,2.522,2.5182,2.5147,2.5096,2.5068,2.4756,2.5078,2.5195,2.5199,2.5139,2.508,2.5056,2.5049,2.495,2.5107,2.5157,2.5143,2.5068,2.5052,2.5094,2.5117,2.5063,2.4999,2.5086,2.5103,2.5061,2.508,2.5096,2.5068,2.5067,2.5008,2.4856
2026-02-04,2.3751,2.4751,2.5205,2.5387,2.543,2.543,2.5403,2.5371,2.5338,2.4245,2.4975,2.5295,2.5408,2.543,2.5417,2.5387,2.5355,2.5315,2.5282,2.4885,2.5233,2.5369,2.5396,2.535,2.5296,2.527,2.527,2.5114,2.5288,2.535,2.5349,2.5284,2.5275,2.5285,2.5326,2.528,2.5186,2.5282,2.5314,2.528,2.528,2.5309,2.5269,2.5277,2.5203,2.5043
2026-02-05,2.3183,2.4276,2.4784,2.4994,2.5057,2.5061,2.5045,2.5015,2.4995,2.3723,2.4527,2.4887,2.5025,2.5059,2.5053,2.503,2.5005,2.4959,2.4937,2.4437,2.4825,2.4985,2.5035,2.4996,2.4946,2.4921,2.4926,2.471,2.4905,2.498,2.4994,2.4934,2.4922,2.4913,2.4972,2.4932,2.4806,2.4915,2.4963,2.4929,2.4916,2.4956,2.4904,2.492,2.4829,2.4654
2026-02-06,2.3892,2.5011,2.5536,2.5751,2.5818,2.5828,2.5805,2.5781,2.5757,2.4444,2.527,2.5642,2.5784,2.5823,2.5816,2.5793,2.577,2.5728,2.5701,2.5178,2.5579,2.5744,2.5799,2.5761,2.5712,2.5684,2.5691,2.5461,2.5664,2.5743,2.5758,2.5699,2.569,2.5673,2.5736,2.5697,2.5563,2.5675,2.5727,2.5695,2.5678,2.5721,2.5666,2.5684,2.5589,2.5407
2026-02-09,2.3462,2.4615,2.5169,2.541,2.5507,2.5525,2.5517,2.5496,2.5479,2.4031,2.4888,2.5288,2.5458,2.5516,2.5521,2.5507,2.5487,2.5453,2.5432,2.4808,2.5234,2.5421,2.5505,2.548,2.544,2.542,2.5422,2.5131,2.535,2.5442,2.5475,2.5431,2.5423,2.5373,2.5459,2.5429,2.526,2.5382,2.5451,2.5428,2.5388,2.5447,2.5378,2.5407,2.5294,2.5106
2026-02-10,2.3003,2.4167,2.4739,2.5001,2.5107,2.5137,2.5143,2.5135,2.5109,2.3578,2.445,2.4868,2.5053,2.5122,2.514,2.5139,2.5122,2.5097,2.5076,2.4379,2.4819,2.5021,2.5126,2.5117,2.5085,2.507,2.5069,2.4729,2.4959,2.506,2.5107,2.5078,2.5073,2.4992,2.5096,2.5075,2.488,2.5008,2.509,2.5075,2.5017,2.5088,2.5009,2.5045,2.4922,2.4731
2026-02-11,2.3106,2.4258,2.4826,2.5093,2.5201,2.5237,2.5242,2.5224,2.5219,2.3675,2.4538,2.4958,2.5146,2.5218,2.5239,2.5233,2.5222,2.5196,2.5175,2.4472,2.4911,2.5115,2.5224,2.5216,2.5184,2.5174,2.517,2.4825,2.5054,2.5156,2.5205,2.5179,2.5173,2.509,2.5196,2.5176,2.4979,2.5107,2.5191,2.5177,2.5116,2.5189,2.5108,2.5146,2.5021,2.4831
2026-02-12,2.2646,2.3843,2.4437,2.4717,2.4825,2.4867,2.4873,2.4858,2.4853,2.3237,2.4137,2.4576,2.477,2.4846,2.487,2.4866,2.4856,2.4824,2.4814,2.4068,2.4526,2.4739,2.4855,2.4847,2.4818,2.4804,2.4799,2.4439,2.4677,2.4784,2.4838,2.4811,2.4807,2.4717,2.4828,2.4808,2.4601,2.4733,2.4822,2.4809,2.4744,2.4821,2.4736,2.4776,2.4646,2.4449
2026-02-13,2.2743,2.3974,2.4592,2.4882,2.5014,2.5057,2.5063,2.5062,2.5047,2.3351,2.4279,2.4735,2.4947,2.5035,2.506,2.5062,2.5055,2.5032,2.5011,2.4215,2.4691,2.4916,2.5048,2.5048,2.502,2.501,2.5008,2.4608,2.4858,2.4974,2.5035,2.5015,2.501,2.4903,2.5028,2.5013,2.4786,2.4925,2.5024,2.5013,2.4938,2.5022,2.4929,2.4975,2.4834,2.4631
2026-02-16,2.2881,2.4177,2.4832,2.515,2.5296,2.5347,2.5363,2.5357,2.5349,2.3521,2.45,2.4989,2.5222,2.5321,2.5355,2.536,2.5353,2.5331,2.5322,2.4439,2.4946,2.5191,2.5342,2.5347,2.5325,2.5312,2.5316,2.4866,2.5134,2.526,2.5334,2.5319,2.532,2.5188,2.5328,2.5318,2.5063,2.5213,2.5325,2.532,2.5229,2.5325,2.5222,2.5275,2.5119,2.4904
2026-02-17,2.261,2.3882,2.4532,2.485,2.4997,2.5053,2.5074,2.5075,2.5068,2.3238,2.4203,2.4689,2.4922,2.5024,2.5063,2.5075,2.5072,2.5056,2.5041,2.4146,2.4649,2.4895,2.5053,2.5066,2.5047,2.5036,2.5036,2.4578,2.4845,2.4973,2.505,2.5042,2.5041,2.4902,2.5046,2.504,2.478,2.4929,2.5044,2.5041,2.4946,2.5044,2.4939,2.4994,2.4837,2.4626
